number;ProjectID;RequirementText;class;NFR;F;A;FT;L;LF;MN;O;PE;PO;SC;SE;US
3248;clarus high.doc_3248;The Clarus system shall be able to use multiple algorithms for its quality control process.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3249;clarus high.doc_3249;The Clarus system shall be able to detect data submission errors.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3250;clarus high.doc_3250;The Clarus system shall be able to provide sensor equipment data in response to a request.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3251;clarus high.doc_3251;The Clarus system shall minimize the time for data dissemination.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3252;clarus high.doc_3252;The Clarus system shall be able to disseminate data based on spatial queries.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3253;clarus high.doc_3253;The Clarus system shall maintain a dynamic library of data for at least seven days.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3254;clarus high.doc_3254;The Clarus program shall alert users to system modifications.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3255;clarus high.doc_3255;The Clarus system shall not require approval to request environmental data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3256;clarus high.doc_3256;The Clarus system shall enable system administrators to manage security groups.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3257;clarus high.doc_3257;The Clarus system shall be able to restrict environmental data publication based on source.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3258;clarus high.doc_3258;The Clarus system shall record statistics about its operation.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3259;clarus high.doc_3259;The Clarus system shall log data transactions.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3260;clarus high.doc_3260;The Clarus system baseline data types shall be defined by the NTCIP ESS 1204 standard for data collection.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3261;clarus high.doc_3261;The Clarus system data definitions shall be consistent with the ITE TM 1.03 standard, Functional Level Traffic Management Data Dictionary (TMDD).;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3262;clarus high.doc_3262;The Clarus system shall acquire, process, and disseminate atmospheric data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3263;clarus high.doc_3263;The Clarus system shall acquire, process, and disseminate surface data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3264;clarus high.doc_3264;The Clarus system shall acquire, process, and disseminate hydrologic data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3265;clarus high.doc_3265;The Clarus system shall acquire, process, and disseminate atmospheric metadata.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3266;clarus high.doc_3266;The Clarus system shall acquire, process, and disseminate surface metadata.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3267;clarus high.doc_3267;The Clarus system shall acquire, process, and disseminate hydrologic metadata.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3268;clarus high.doc_3268;The Clarus system shall accept only observations that include location, timeframe, and source metadata.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3269;clarus high.doc_3269;The Clarus system shall accept only observations of known measurement types and units.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3270;clarus high.doc_3270;The Clarus system shall acquire, process, and disseminate environmental sensor station metadata.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3271;clarus high.doc_3271;The Clarus system shall be able to acquire, process, and disseminate environmental data from across North America.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3272;clarus high.doc_3272;The Clarus system shall accept data through a Clarus standard interface.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3273;clarus high.doc_3273;The Clarus system shall be able to communicate with environmental sensor stations using the NTCIP ESS 1204 standard for data collection.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3274;clarus high.doc_3274;The Clarus system shall be able to communicate with RWIS databases through their native interfaces.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3275;clarus high.doc_3275;The Clarus system shall be able to communicate with an individual ESS through its native interface.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3276;clarus high.doc_3276;The Clarus system shall be able to collect environmental data that are manually entered.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3277;clarus high.doc_3277;The Clarus system shall transfer data as efficiently as possible.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3278;clarus high.doc_3278;The Clarus system shall employ industry standards to minimize implementation impact to users and providers.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3279;clarus high.doc_3279;The Clarus system shall allow service providers to select specific desired data sets.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3280;clarus high.doc_3280;The Clarus system shall respond to queries for environmental data from the available data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3281;clarus high.doc_3281;The Clarus system shall enable environmental data queries by timestamp.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3282;clarus high.doc_3282;The Clarus system shall enable environmental data queries by location reference.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3283;clarus high.doc_3283;The Clarus system shall enable environmental data queries by quality.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3284;clarus high.doc_3284;The Clarus system shall enable environmental data queries by source.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3285;clarus high.doc_3285;The Clarus system shall provide a user interface for system administration.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3286;clarus high.doc_3286;The Clarus system shall manage system user privileges according to the Clarus data sharing agreements.MHIA “user” in this context is anyone who directly touches the system (for example, a collector providing data or a service provider retrieving data).;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3287;clarus high.doc_3287;The Clarus system shall be able to be hosted at one or more physical locations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3288;clarus high.doc_3288;The Clarus system shall use hardware that implements industry accepted standard interfaces.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3289;clarus high.doc_3289;The Clarus system shall use software that implements industry accepted standard interfaces.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3290;clarus high.doc_3290;The Clarus system shall be able to operate on redundant hardware.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3291;clarus high.doc_3291;The Clarus system shall disseminate data in response to a scheduled request.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3292;clarus high.doc_3292;The Clarus system shall disseminate data in response to polling.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3293;clarus high.doc_3293;The Clarus system shall disseminate data in response to a change notification request.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3294;clarus high.doc_3294;The Clarus system shall be able to notify subscribers when data sets become available.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3295;clarus high.doc_3295;The Clarus system shall disseminate data using standard Internet protocols.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3296;clarus high.doc_3296;The Clarus system shall support modular components.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3297;clarus high.doc_3297;The Clarus system shall be able to use latitude, longitude, and elevation (standard GPS) coordinates to specify location to the nearest fifty feet.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3298;clarus high.doc_3298;The Clarus system shall use Coordinated Universal Time (UTC) for all timestamps.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3299;clarus high.doc_3299;The Clarus system shall have a minimum of one system administrator.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3300;clarus high.doc_3300;The Clarus system shall be able to mitigate communication denial-of-service attacks.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3301;clarus high.doc_3301;The Clarus system shall be able to automatically recover from an unexpected shutdown.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3302;clarus high.doc_3302;The Clarus system shall be able to respond to 95% of all requests for environmental data 95% of the time.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3303;clarus high.doc_3303;The Clarus system shall be able to publish environmental data at three times the volume rate that it collects it.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3304;clarus high.doc_3304;The Clarus system shall be able to prioritize data handling for time-critical data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3305;clarus high.doc_3305;The Clarus system shall support 470 million current observations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3306;clarus high.doc_3306;The Clarus system shall be able to collect data from sources within 5 minutes of them becoming available.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3307;clarus high.doc_3307;The Clarus system shall be able to receive all reported environmental data during a fifteen minute time interval.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3308;clarus high.doc_3308;The Clarus system shall be able to complete an automated quality control check of environmental data within ten seconds of data receipt.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3309;clarus high.doc_3309;The Clarus system shall be able to publish new data within twenty minutes of data receipt.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3310;clarus high.doc_3310;The Clarus system shall respond to a request for information within one minute.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3311;clarus high.doc_3311;The Clarus system shall be able to handle three hundred simultaneous requests for environmental element data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3312;clarus high.doc_3312;The Clarus system shall be able to support six hundred concurrent users.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3313;clarus high.doc_3313;An estimate of the number of concurrent potential users of the Clarus system: one tenth of the registered users at any one time.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3314;clarus high.doc_3314;The Clarus system shall be able to support six thousand registered users.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3315;clarus high.doc_3315;The Clarus system shall accept data only from approved sources.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3316;clarus high.doc_3316;The Clarus program shall establish data sharing agreements with all participating sources of environmental data.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3317;clarus high.doc_3317;The Clarus program shall maintain continuous 24x7 operations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3318;clarus high.doc_3318;The Clarus program shall provide an environment that has uninterruptible power for the Clarus system.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3319;clarus high.doc_3319;The Clarus program shall provide an environment that has redundant communication for the Clarus system.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3320;clarus high.doc_3320;The Clarus program shall provide network management tools.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3321;clarus high.doc_3321;The Clarus program shall provide setup support.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3322;clarus high.doc_3322;The Clarus program shall provide for customer service.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3323;clarus high.doc_3323;The Clarus program shall provide a trained support staff.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3324;clarus high.doc_3324;The Clarus program shall define data quality assurance methods and criteria.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3325;clarus high.doc_3325;The Clarus program shall define quality control rules for environmental observations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3326;clarus high.doc_3326;The Clarus program shall define data retention standards.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3327;clarus high.doc_3327;The Clarus program shall provide documentation of Clarus standards.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3328;clarus high.doc_3328;That is, the Clarus program needs to provide documentation of whatever standards it creates for its own development, deployment, management, and operations.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3329;clarus high.doc_3329;The Clarus program standards shall accommodate contributions of new sensor technologies to the Clarus system.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3330;clarus high.doc_3330;The Clarus program standards shall support multiple methods of data delivery to users.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3331;clarus high.doc_3331;The Clarus program shall maintain a comprehensive Clarus system test environment.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3332;clarus high.doc_3332;The Clarus program shall test all software changes in the designated test environment before deployment to production.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3333;clarus high.doc_3333;The Clarus program shall test all hardware changes in the designated test environment before deployment to production.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3334;clarus high.doc_3334;The Clarus program shall operate the Clarus system according to its published IT Security Plan.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3335;clarus high.doc_3335;The Clarus program shall operate according to Government IT security requirements as outlined in OMB Circular A-130, Management of Federal Information Resources, Appendix III, Security of Federal Automated Information Resources.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3336;clarus high.doc_3336;The Clarus program shall operate according to Government IT security requirements as outlined in the National Institute of Standards and Technology (NIST) Guidelines, Departmental Information Resource Management Manual, and associated guidelines.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3337;clarus high.doc_3337;The Clarus program shall operate according to Government IT security requirements as outlined in DOT Order 1630.2B, Personnel Security Management.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3338;clarus high.doc_3338;Weather service providers shall be able to use Clarus data to provide localized special weather products.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3339;clarus high.doc_3339;Public agency maintenance and construction personnel shall be able to use the Clarus system to obtain environmental conditions.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3340;clarus high.doc_3340;Rail system personnel shall be able to use the Clarus system to obtain environmental conditions.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3341;clarus high.doc_3341;Traffic management personnel shall be able to use the Clarus system to obtain environmental conditions.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3342;clarus high.doc_3342;Transit personnel shall be able to use the Clarus system to obtain environmental conditions.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3343;clarus high.doc_3343;The freight community shall be able to use the Clarus system to obtain environmental conditions.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3344;clarus high.doc_3344;Emergency management and public safety personnel shall be able to use the Clarus system to obtain environmental conditions.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3345;clarus high.doc_3345;The Clarus program shall maintain information about data providers.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3346;clarus high.doc_3346;The Clarus program shall maintain metadata about each data provider's network.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3347;clarus high.doc_3347;The Clarus program shall maintain information about data provider redistribution restrictions.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3348;clarus high.doc_3348;The Clarus program shall maintain information about service providers.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3349;clarus high.doc_3349;The Clarus program shall maintain information about service provider communications.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3350;clarus high.doc_3350;The Clarus program shall maintain information about service provider access to data.;NFR;1;0;0;0;0;0;0;0;0;0;0;0;0
3351;clarus high.doc_3351;The Clarus program shall allow potential weather element data providers to request permission to submit weather information.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3352;library.pdf_3352;System runs on a fully relational, SQL-based database system. Ability to run SQL queries against any table in the database. ;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3353;library.pdf_3353;Ability to access database as an ODBC source.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
3354;library.pdf_3354;All data tables and data storage are fully accessible.;F;0;1;0;0;0;0;0;0;0;0;0;0;0
